width	log10_fpeak	f	spectrum
2.5	-6.1	-7.4	-2.220975469623923
2.5	-6.1	-7.3	-2.1436434953817107
2.5	-6.1	-7.2	-2.072302513938404
2.5	-6.1	-7.1	-2.007033078193918
2.5	-6.1	-7.0	-1.9479135106944225
2.5	-6.1	-6.9	-1.8950195634207971
2.5	-6.1	-6.8	-1.8484241379312352
2.5	-6.1	-6.7	-1.8081970656090325
2.5	-6.1	-6.6	-1.7744049472873749
2.5	-6.1	-6.5	-1.747111047950834
2.5	-6.1	-6.4	-1.726375241811955
2.5	-6.1	-6.3	-1.7122540022656778
2.5	-6.1	-6.2	-1.704800430696394
2.5	-6.1	-6.1	-1.7040643175299173
2.5	-6.1	-6.0	-1.7100922300548496
2.5	-6.1	-5.9	-1.72292762153439
2.5	-6.1	-5.8	-1.7426109561142384
2.5	-6.1	-5.7	-1.7691798441453608
2.5	-6.1	-5.6	-1.8026691873843472
2.5	-6.1	-5.5	-1.8431113274669104
2.5	-6.1	-5.4	-1.890536192381077
2.5	-6.1	-5.3	-1.9449714489723222
2.5	-6.1	-5.2	-2.006442644091323
2.5	-6.1	-5.1	-2.074973351385933
2.5	-6.1	-5.0	-2.150585301771691
2.5	-6.0	-11.0	-8.553120239749589
2.5	-6.0	-10.9	-8.312823578290432
2.5	-6.0	-10.8	-8.075054756898632
2.5	-6.0	-10.7	-7.839945673647496
2.5	-6.0	-10.6	-7.607630095530996
2.5	-6.0	-10.5	-7.378242625770172
2.5	-6.0	-10.4	-7.151917638761213
2.5	-6.0	-10.3	-6.92878822141736
2.5	-6.0	-10.2	-6.708985159609723
2.5	-6.0	-10.1	-6.492636006083873
2.5	-6.0	-10.0	-6.279864262157517
2.5	-6.0	-9.9	-6.070788700271769
2.5	-6.0	-9.8	-5.865522848099709
2.5	-6.0	-9.7	-5.664174647998029
2.5	-6.0	-9.6	-5.4668462988380995
2.5	-6.0	-9.5	-5.27363428002835
2.5	-6.0	-9.4	-5.0846295511730295
2.5	-6.0	-9.3	-4.899917914293305
2.5	-6.0	-9.2	-4.7195805199422995
2.5	-6.0	-9.1	-4.543694493412282
2.5	-6.0	-9.0	-4.372333652945563
2.5	-6.0	-8.9	-4.2055692885808815
2.5	-6.0	-8.8	-4.043470968028068
2.5	-6.0	-8.7	-3.8861073354572913
2.5	-6.0	-8.6	-3.7335468695429483
2.5	-6.0	-8.5	-3.585858569882211
2.5	-6.0	-8.4	-3.443112544531988
2.5	-6.0	-8.3	-3.3053804771687476
2.5	-6.0	-8.2	-3.172735958598319
2.5	-6.0	-8.1	-3.0452546749513836
2.5	-6.0	-8.0	-2.9230144518543564
2.5	-6.0	-7.9	-2.8060951616571166
2.5	-6.0	-7.8	-2.6945785062110184
2.5	-6.0	-7.7	-2.588547694090841
2.5	-6.0	-7.6	-2.488087033314419
2.5	-6.0	-7.5	-2.3932814632028947
2.5	-6.0	-7.4	-2.3042160501747357
2.5	-6.0	-7.3	-2.22097546962437
2.5	-6.0	-7.2	-2.1436434953817107
2.5	-6.0	-7.1	-2.0723025139391438
2.5	-6.0	-7.0	-2.0070330781936314
2.5	-6.0	-6.9	-1.9479135106944225
2.5	-6.0	-6.8	-1.8950195634165645
2.5	-6.0	-6.7	-1.8484241379312352
2.5	-6.0	-6.6	-1.8081970656090587
2.5	-6.0	-6.5	-1.7744049472873749
2.5	-6.0	-6.4	-1.747111047950834
2.5	-6.0	-6.3	-1.7263752418115
2.5	-6.0	-6.2	-1.7122540022656778
2.5	-6.0	-6.1	-1.7048004306949311
2.5	-6.0	-6.0	-1.7040643175299173
2.5	-6.0	-5.9	-1.7100922300548496
2.5	-6.0	-5.8	-1.722927621534511
2.5	-6.0	-5.7	-1.7426109561142384
2.5	-6.0	-5.6	-1.7691798441453648
2.5	-6.0	-5.5	-1.8026691873843472
2.5	-6.0	-5.4	-1.8431113274669104
2.5	-6.0	-5.3	-1.8905361923825952
2.5	-6.0	-5.2	-1.9449714489723222
2.5	-6.0	-5.1	-2.0064426440913286
2.5	-6.0	-5.0	-2.074973351385933
2.5	-5.8999999999999995	-11.0	-8.795815675710662
2.5	-5.8999999999999995	-10.9	-8.553120239749589
2.5	-5.8999999999999995	-10.8	-8.312823578290434
2.5	-5.8999999999999995	-10.7	-8.075054756898629
2.5	-5.8999999999999995	-10.6	-7.8399456736475
2.5	-5.8999999999999995	-10.5	-7.607630095530997
2.5	-5.8999999999999995	-10.4	-7.378242625770172
2.5	-5.8999999999999995	-10.3	-7.151917638761222
2.5	-5.8999999999999995	-10.2	-6.928788221417369
2.5	-5.8999999999999995	-10.1	-6.708985159609681
2.5	-5.8999999999999995	-10.0	-6.492636006083874
2.5	-5.8999999999999995	-9.9	-6.279864262157485
2.5	-5.8999999999999995	-9.8	-6.07078870027177
2.5	-5.8999999999999995	-9.7	-5.865522848099724
2.5	-5.8999999999999995	-9.6	-5.66417464799808
2.5	-5.8999999999999995	-9.5	-5.466846298838165
2.5	-5.8999999999999995	-9.4	-5.2736342800284035
2.5	-5.8999999999999995	-9.3	-5.084629551173119
2.5	-5.8999999999999995	-9.2	-4.899917914293298
2.5	-5.8999999999999995	-9.1	-4.719580519942845
2.5	-5.8999999999999995	-9.0	-4.543694493412144
2.5	-5.8999999999999995	-8.9	-4.372333652945573
2.5	-5.8999999999999995	-8.8	-4.205569288580858
2.5	-5.8999999999999995	-8.7	-4.0434709680289815
2.5	-5.8999999999999995	-8.6	-3.8861073354571998
2.5	-5.8999999999999995	-8.5	-3.7335468695430563
2.5	-5.8999999999999995	-8.4	-3.585858569882147
2.5	-5.8999999999999995	-8.3	-3.443112544532015
2.5	-5.8999999999999995	-8.2	-3.305380477169212
2.5	-5.8999999999999995	-8.1	-3.1727359585984085
2.5	-5.8999999999999995	-8.0	-3.045254674951521
2.5	-5.8999999999999995	-7.9	-2.923014451857537
2.5	-5.8999999999999995	-7.8	-2.8060951616571166
2.5	-5.8999999999999995	-7.7	-2.6945785062113092
2.5	-5.8999999999999995	-7.6	-2.588547694090841
2.5	-5.8999999999999995	-7.5	-2.488087033314474
2.5	-5.8999999999999995	-7.4	-2.393281463203284
2.5	-5.8999999999999995	-7.3	-2.3042160501747357
2.5	-5.8999999999999995	-7.2	-2.220975469623923
2.5	-5.8999999999999995	-7.1	-2.1436434953817107
2.5	-5.8999999999999995	-7.0	-2.072302513938212
2.5	-5.8999999999999995	-6.9	-2.007033078193578
2.5	-5.8999999999999995	-6.8	-1.9479135106944225
2.5	-5.8999999999999995	-6.7	-1.8950195634207971
2.5	-5.8999999999999995	-6.6	-1.8484241379312352
2.5	-5.8999999999999995	-6.5	-1.8081970656090325
2.5	-5.8999999999999995	-6.4	-1.7744049472890127
2.5	-5.8999999999999995	-6.3	-1.747111047950834
2.5	-5.8999999999999995	-6.2	-1.726375241811955
2.5	-5.8999999999999995	-6.1	-1.7122540022656778
2.5	-5.8999999999999995	-6.0	-1.704800430696394
2.5	-5.8999999999999995	-5.9	-1.7040643175295662
2.5	-5.8999999999999995	-5.8	-1.7100922300548496
2.5	-5.8999999999999995	-5.7	-1.72292762153439
2.5	-5.8999999999999995	-5.6	-1.7426109561142384
2.5	-5.8999999999999995	-5.5	-1.7691798441453608
2.5	-5.8999999999999995	-5.4	-1.8026691874095635
2.5	-5.8999999999999995	-5.3	-1.8431113274669104
2.5	-5.8999999999999995	-5.2	-1.890536192381077
2.5	-5.8999999999999995	-5.1	-1.9449714489723222
2.5	-5.8999999999999995	-5.0	-2.006442644091323
2.5	-5.8	-11.0	-9.040784515335343
2.5	-5.8	-10.9	-8.795815675710662
2.5	-5.8	-10.8	-8.553120239749589
2.5	-5.8	-10.7	-8.31282357829042
2.5	-5.8	-10.6	-8.075054756898629
2.5	-5.8	-10.5	-7.8399456736475
2.5	-5.8	-10.4	-7.607630095530997
2.5	-5.8	-10.3	-7.378242625770172
2.5	-5.8	-10.2	-7.151917638761211
2.5	-5.8	-10.1	-6.928788221417369
2.5	-5.8	-10.0	-6.708985159609681
2.5	-5.8	-9.9	-6.492636006083874
2.5	-5.8	-9.8	-6.279864262157485
2.5	-5.8	-9.7	-6.070788700271761
2.5	-5.8	-9.6	-5.865522848099724
2.5	-5.8	-9.5	-5.66417464799808
2.5	-5.8	-9.4	-5.466846298838165
2.5	-5.8	-9.3	-5.2736342800284035
2.5	-5.8	-9.2	-5.084629551173093
2.5	-5.8	-9.1	-4.899917914293298
2.5	-5.8	-9.0	-4.719580519942845
2.5	-5.8	-8.9	-4.543694493412144
2.5	-5.8	-8.8	-4.372333652945573
2.5	-5.8	-8.7	-4.205569288580877
2.5	-5.8	-8.6	-4.0434709680289815
2.5	-5.8	-8.5	-3.8861073354571998
2.5	-5.8	-8.4	-3.7335468695430563
2.5	-5.8	-8.3	-3.585858569882147
2.5	-5.8	-8.2	-3.4431125445319597
2.5	-5.8	-8.1	-3.305380477169212
2.5	-5.8	-8.0	-3.1727359585984085
2.5	-5.8	-7.9	-3.045254674951521
2.5	-5.8	-7.8	-2.9230144518543564
2.5	-5.8	-7.7	-2.8060951616571166
2.5	-5.8	-7.6	-2.6945785062110184
2.5	-5.8	-7.5	-2.588547694090841
2.5	-5.8	-7.4	-2.488087033314474
2.5	-5.8	-7.3	-2.3932814632028947
2.5	-5.8	-7.2	-2.3042160501747357
2.5	-5.8	-7.1	-2.22097546962437
2.5	-5.8	-7.0	-2.143643495381641
2.5	-5.8	-6.9	-2.072302513938212
2.5	-5.8	-6.8	-2.0070330781936314
2.5	-5.8	-6.7	-1.9479135106944225
2.5	-5.8	-6.6	-1.8950195634165645
2.5	-5.8	-6.5	-1.8484241379312352
2.5	-5.8	-6.4	-1.8081970656090325
2.5	-5.8	-6.3	-1.7744049472873749
2.5	-5.8	-6.2	-1.747111047950834
2.5	-5.8	-6.1	-1.7263752418115
2.5	-5.8	-6.0	-1.7122540022656778
2.5	-5.8	-5.9	-1.704800430696394
2.5	-5.8	-5.8	-1.7040643175299173
2.5	-5.8	-5.7	-1.7100922300548496
2.5	-5.8	-5.6	-1.722927621534511
2.5	-5.8	-5.5	-1.7426109561142384
2.5	-5.8	-5.4	-1.7691798441453608
2.5	-5.8	-5.3	-1.8026691873843472
2.5	-5.8	-5.2	-1.8431113274669104
2.5	-5.8	-5.1	-1.8905361923825952
2.5	-5.8	-5.0	-1.9449714489723222
2.5	-5.699999999999999	-11.0	-9.287905817289566
2.5	-5.699999999999999	-10.9	-9.040784515335345
2.5	-5.699999999999999	-10.8	-8.795815675710664
2.5	-5.699999999999999	-10.7	-8.553120239749589
2.5	-5.699999999999999	-10.6	-8.312823578290432
2.5	-5.699999999999999	-10.5	-8.075054756898632
2.5	-5.699999999999999	-10.4	-7.839945673647502
2.5	-5.699999999999999	-10.3	-7.607630095531001
2.5	-5.699999999999999	-10.2	-7.378242625770172
2.5	-5.699999999999999	-10.1	-7.151917638761213
2.5	-5.699999999999999	-10.0	-6.92878822141736
2.5	-5.699999999999999	-9.9	-6.708985159609695
2.5	-5.699999999999999	-9.8	-6.492636006083869
2.5	-5.699999999999999	-9.7	-6.279864262157517
2.5	-5.699999999999999	-9.6	-6.070788700271769
2.5	-5.699999999999999	-9.5	-5.865522848099709
2.5	-5.699999999999999	-9.4	-5.664174647998091
2.5	-5.699999999999999	-9.3	-5.466846298838121
2.5	-5.699999999999999	-9.2	-5.27363428002835
2.5	-5.699999999999999	-9.1	-5.0846295511730295
2.5	-5.699999999999999	-9.0	-4.899917914293305
2.5	-5.699999999999999	-8.9	-4.719580519942877
2.5	-5.699999999999999	-8.8	-4.543694493412096
2.5	-5.699999999999999	-8.7	-4.372333652945563
2.5	-5.699999999999999	-8.6	-4.2055692885808815
2.5	-5.699999999999999	-8.5	-4.043470968028068
2.5	-5.699999999999999	-8.4	-3.8861073354573876
2.5	-5.699999999999999	-8.3	-3.733546869544082
2.5	-5.699999999999999	-8.2	-3.585858569882211
2.5	-5.699999999999999	-8.1	-3.443112544531988
2.5	-5.699999999999999	-8.0	-3.3053804771687476
2.5	-5.699999999999999	-7.9	-3.1727359585984454
2.5	-5.699999999999999	-7.8	-3.045254674951521
2.5	-5.699999999999999	-7.7	-2.923014451857537
2.5	-5.699999999999999	-7.6	-2.8060951616571166
2.5	-5.699999999999999	-7.5	-2.6945785062113092
2.5	-5.699999999999999	-7.4	-2.5885476940908547
2.5	-5.699999999999999	-7.3	-2.488087033314474
2.5	-5.699999999999999	-7.2	-2.393281463203284
2.5	-5.699999999999999	-7.1	-2.3042160501747357
2.5	-5.699999999999999	-7.0	-2.22097546962384
2.5	-5.699999999999999	-6.9	-2.1436434953817836
2.5	-5.699999999999999	-6.8	-2.072302513938212
2.5	-5.699999999999999	-6.7	-2.007033078193578
2.5	-5.699999999999999	-6.6	-1.9479135106944225
2.5	-5.699999999999999	-6.5	-1.8950195634207971
2.5	-5.699999999999999	-6.4	-1.8484241379316757
2.5	-5.699999999999999	-6.3	-1.8081970656090325
2.5	-5.699999999999999	-6.2	-1.7744049472890127
2.5	-5.699999999999999	-6.1	-1.747111047950834
2.5	-5.699999999999999	-6.0	-1.726375241811955
2.5	-5.699999999999999	-5.9	-1.7122540022655426
2.5	-5.699999999999999	-5.8	-1.704800430696394
2.5	-5.699999999999999	-5.7	-1.7040643175295662
2.5	-5.699999999999999	-5.6	-1.7100922300548496
2.5	-5.699999999999999	-5.5	-1.72292762153439
2.5	-5.699999999999999	-5.4	-1.7426109561096268
2.5	-5.699999999999999	-5.3	-1.7691798441453608
2.5	-5.699999999999999	-5.2	-1.8026691874095635
2.5	-5.699999999999999	-5.1	-1.8431113274669104
2.5	-5.699999999999999	-5.0	-1.890536192381077
2.5	-5.6	-11.0	-9.537063659040319
2.5	-5.6	-10.9	-9.287905817289566
2.5	-5.6	-10.8	-9.040784515335345
2.5	-5.6	-10.7	-8.795815675710658
2.5	-5.6	-10.6	-8.553120239749589
2.5	-5.6	-10.5	-8.312823578290432
2.5	-5.6	-10.4	-8.075054756898632
2.5	-5.6	-10.3	-7.839945673647502
2.5	-5.6	-10.2	-7.607630095530996
2.5	-5.6	-10.1	-7.378242625770172
2.5	-5.6	-10.0	-7.151917638761213
2.5	-5.6	-9.9	-6.92878822141736
2.5	-5.6	-9.8	-6.708985159609695
2.5	-5.6	-9.7	-6.492636006083873
2.5	-5.6	-9.6	-6.279864262157517
2.5	-5.6	-9.5	-6.070788700271769
2.5	-5.6	-9.4	-5.865522848099709
2.5	-5.6	-9.3	-5.664174647998091
2.5	-5.6	-9.2	-5.4668462988380995
2.5	-5.6	-9.1	-5.27363428002835
2.5	-5.6	-9.0	-5.0846295511730295
2.5	-5.6	-8.9	-4.899917914293305
2.5	-5.6	-8.8	-4.719580519942877
2.5	-5.6	-8.7	-4.543694493412282
2.5	-5.6	-8.6	-4.372333652945563
2.5	-5.6	-8.5	-4.2055692885808815
2.5	-5.6	-8.4	-4.043470968028068
2.5	-5.6	-8.3	-3.8861073354573876
2.5	-5.6	-8.2	-3.7335468695429483
2.5	-5.6	-8.1	-3.585858569882211
2.5	-5.6	-8.0	-3.443112544531988
2.5	-5.6	-7.9	-3.3053804771687476
2.5	-5.6	-7.8	-3.1727359585984085
2.5	-5.6	-7.7	-3.045254674951521
2.5	-5.6	-7.6	-2.9230144518543564
2.5	-5.6	-7.5	-2.8060951616571166
2.5	-5.6	-7.4	-2.6945785062113092
2.5	-5.6	-7.3	-2.588547694090841
2.5	-5.6	-7.2	-2.488087033314474
2.5	-5.6	-7.1	-2.3932814632028947
2.5	-5.6	-7.0	-2.304216050174663
2.5	-5.6	-6.9	-2.22097546962384
2.5	-5.6	-6.8	-2.143643495381641
2.5	-5.6	-6.7	-2.072302513938212
2.5	-5.6	-6.6	-2.0070330781936314
2.5	-5.6	-6.5	-1.9479135106944225
2.5	-5.6	-6.4	-1.8950195634207971
2.5	-5.6	-6.3	-1.8484241379312352
2.5	-5.6	-6.2	-1.8081970656090325
2.5	-5.6	-6.1	-1.7744049472873749
2.5	-5.6	-6.0	-1.747111047950834
2.5	-5.6	-5.9	-1.726375241811955
2.5	-5.6	-5.8	-1.7122540022656778
2.5	-5.6	-5.7	-1.704800430696394
2.5	-5.6	-5.6	-1.7040643175299173
2.5	-5.6	-5.5	-1.7100922300548496
2.5	-5.6	-5.4	-1.72292762153439
2.5	-5.6	-5.3	-1.7426109561142384
2.5	-5.6	-5.2	-1.7691798441453608
2.5	-5.6	-5.1	-1.8026691873843472
2.5	-5.6	-5.0	-1.8431113274669104
2.5	-5.5	-11.0	-9.788147571326153
2.5	-5.5	-10.9	-9.537063659040319
2.5	-5.5	-10.8	-9.287905817289566
2.5	-5.5	-10.7	-9.040784515335341
2.5	-5.5	-10.6	-8.795815675710658
2.5	-5.5	-10.5	-8.553120239749589
2.5	-5.5	-10.4	-8.312823578290432
2.5	-5.5	-10.3	-8.075054756898632
2.5	-5.5	-10.2	-7.839945673647496
2.5	-5.5	-10.1	-7.607630095530996
2.5	-5.5	-10.0	-7.378242625770172
2.5	-5.5	-9.9	-7.151917638761213
2.5	-5.5	-9.8	-6.92878822141736
2.5	-5.5	-9.7	-6.708985159609723
2.5	-5.5	-9.6	-6.492636006083873
2.5	-5.5	-9.5	-6.279864262157517
2.5	-5.5	-9.4	-6.070788700271769
2.5	-5.5	-9.3	-5.865522848099709
2.5	-5.5	-9.2	-5.664174647998029
2.5	-5.5	-9.1	-5.4668462988380995
2.5	-5.5	-9.0	-5.27363428002835
2.5	-5.5	-8.9	-5.0846295511730295
2.5	-5.5	-8.8	-4.899917914293305
2.5	-5.5	-8.7	-4.7195805199422995
2.5	-5.5	-8.6	-4.543694493412282
2.5	-5.5	-8.5	-4.372333652945563
2.5	-5.5	-8.4	-4.2055692885808815
2.5	-5.5	-8.3	-4.043470968028068
2.5	-5.5	-8.2	-3.8861073354572913
2.5	-5.5	-8.1	-3.7335468695429483
2.5	-5.5	-8.0	-3.585858569882211
2.5	-5.5	-7.9	-3.443112544531988
2.5	-5.5	-7.8	-3.305380477169212
2.5	-5.5	-7.7	-3.1727359585984085
2.5	-5.5	-7.6	-3.0452546749513836
2.5	-5.5	-7.5	-2.9230144518543564
2.5	-5.5	-7.4	-2.8060951616571166
2.5	-5.5	-7.3	-2.6945785062110184
2.5	-5.5	-7.2	-2.588547694090841
2.5	-5.5	-7.1	-2.488087033314419
2.5	-5.5	-7.0	-2.3932814632028956
2.5	-5.5	-6.9	-2.304216050174663
2.5	-5.5	-6.8	-2.220975469624287
2.5	-5.5	-6.7	-2.143643495381641
2.5	-5.5	-6.6	-2.072302513938952
2.5	-5.5	-6.5	-2.0070330781936314
2.5	-5.5	-6.4	-1.9479135106944225
2.5	-5.5	-6.3	-1.8950195634165645
2.5	-5.5	-6.2	-1.8484241379312352
2.5	-5.5	-6.1	-1.8081970656090587
2.5	-5.5	-6.0	-1.7744049472873749
2.5	-5.5	-5.9	-1.747111047950834
2.5	-5.5	-5.8	-1.7263752418115
2.5	-5.5	-5.7	-1.7122540022656778
2.5	-5.5	-5.6	-1.7048004306949311
2.5	-5.5	-5.5	-1.7040643175299173
2.5	-5.5	-5.4	-1.7100922300548496
2.5	-5.5	-5.3	-1.722927621534511
2.5	-5.5	-5.2	-1.7426109561142384
2.5	-5.5	-5.1	-1.7691798441453648
2.5	-5.5	-5.0	-1.8026691873843472
2.5	-5.3999999999999995	-11.0	-10.041053050743903
2.5	-5.3999999999999995	-10.9	-9.788147571326155
2.5	-5.3999999999999995	-10.8	-9.53706365904032
2.5	-5.3999999999999995	-10.7	-9.287905817289566
2.5	-5.3999999999999995	-10.6	-9.040784515335343
2.5	-5.3999999999999995	-10.5	-8.795815675710662
2.5	-5.3999999999999995	-10.4	-8.553120239749589
2.5	-5.3999999999999995	-10.3	-8.312823578290434
2.5	-5.3999999999999995	-10.2	-8.075054756898629
2.5	-5.3999999999999995	-10.1	-7.8399456736475
2.5	-5.3999999999999995	-10.0	-7.607630095530997
2.5	-5.3999999999999995	-9.9	-7.378242625770172
2.5	-5.3999999999999995	-9.8	-7.151917638761222
2.5	-5.3999999999999995	-9.7	-6.928788221417369
2.5	-5.3999999999999995	-9.6	-6.708985159609681
2.5	-5.3999999999999995	-9.5	-6.492636006083874
2.5	-5.3999999999999995	-9.4	-6.279864262157485
2.5	-5.3999999999999995	-9.3	-6.07078870027177
2.5	-5.3999999999999995	-9.2	-5.865522848099724
2.5	-5.3999999999999995	-9.1	-5.66417464799808
2.5	-5.3999999999999995	-9.0	-5.466846298838165
2.5	-5.3999999999999995	-8.9	-5.2736342800284035
2.5	-5.3999999999999995	-8.8	-5.084629551173119
2.5	-5.3999999999999995	-8.7	-4.899917914293298
2.5	-5.3999999999999995	-8.6	-4.719580519942845
2.5	-5.3999999999999995	-8.5	-4.543694493412144
2.5	-5.3999999999999995	-8.4	-4.372333652945573
2.5	-5.3999999999999995	-8.3	-4.205569288580858
2.5	-5.3999999999999995	-8.2	-4.0434709680289815
2.5	-5.3999999999999995	-8.1	-3.8861073354571998
2.5	-5.3999999999999995	-8.0	-3.7335468695430563
2.5	-5.3999999999999995	-7.9	-3.585858569882147
2.5	-5.3999999999999995	-7.8	-3.443112544531988
2.5	-5.3999999999999995	-7.7	-3.3053804771687476
2.5	-5.3999999999999995	-7.6	-3.1727359585984085
2.5	-5.3999999999999995	-7.5	-3.045254674951521
2.5	-5.3999999999999995	-7.4	-2.923014451857537
2.5	-5.3999999999999995	-7.3	-2.8060951616571166
2.5	-5.3999999999999995	-7.2	-2.6945785062113092
2.5	-5.3999999999999995	-7.1	-2.588547694090841
2.5	-5.3999999999999995	-7.0	-2.4880870333146934
2.5	-5.3999999999999995	-6.9	-2.393281463203285
2.5	-5.3999999999999995	-6.8	-2.304216050174663
2.5	-5.3999999999999995	-6.7	-2.22097546962384
2.5	-5.3999999999999995	-6.6	-2.143643495381641
2.5	-5.3999999999999995	-6.5	-2.072302513938212
2.5	-5.3999999999999995	-6.4	-2.007033078193578
2.5	-5.3999999999999995	-6.3	-1.9479135106944225
2.5	-5.3999999999999995	-6.2	-1.8950195634207971
2.5	-5.3999999999999995	-6.1	-1.8484241379312352
2.5	-5.3999999999999995	-6.0	-1.8081970656090325
2.5	-5.3999999999999995	-5.9	-1.7744049472890127
2.5	-5.3999999999999995	-5.8	-1.747111047950834
2.5	-5.3999999999999995	-5.7	-1.726375241811955
2.5	-5.3999999999999995	-5.6	-1.7122540022656778
2.5	-5.3999999999999995	-5.5	-1.704800430696394
2.5	-5.3999999999999995	-5.4	-1.7040643175295662
2.5	-5.3999999999999995	-5.3	-1.7100922300548496
2.5	-5.3999999999999995	-5.2	-1.72292762153439
2.5	-5.3999999999999995	-5.1	-1.7426109561142384
2.5	-5.3999999999999995	-5.0	-1.7691798441453608
2.5	-5.3	-11.0	-10.295680523402885
2.5	-5.3	-10.9	-10.041053050743903
2.5	-5.3	-10.8	-9.788147571326155
2.5	-5.3	-10.7	-9.537063659040315
2.5	-5.3	-10.6	-9.287905817289566
2.5	-5.3	-10.5	-9.040784515335343
2.5	-5.3	-10.4	-8.795815675710662
2.5	-5.3	-10.3	-8.553120239749589
2.5	-5.3	-10.2	-8.31282357829042
2.5	-5.3	-10.1	-8.075054756898629
2.5	-5.3	-10.0	-7.8399456736475
2.5	-5.3	-9.9	-7.607630095530997
2.5	-5.3	-9.8	-7.378242625770172
2.5	-5.3	-9.7	-7.151917638761211
2.5	-5.3	-9.6	-6.928788221417369
2.5	-5.3	-9.5	-6.708985159609681
2.5	-5.3	-9.4	-6.492636006083874
2.5	-5.3	-9.3	-6.279864262157485
2.5	-5.3	-9.2	-6.070788700271761
2.5	-5.3	-9.1	-5.865522848099724
2.5	-5.3	-9.0	-5.66417464799808
2.5	-5.3	-8.9	-5.466846298838165
2.5	-5.3	-8.8	-5.2736342800284035
2.5	-5.3	-8.7	-5.084629551173093
2.5	-5.3	-8.6	-4.899917914293298
2.5	-5.3	-8.5	-4.719580519942845
2.5	-5.3	-8.4	-4.543694493412144
2.5	-5.3	-8.3	-4.372333652945573
2.5	-5.3	-8.2	-4.205569288580877
2.5	-5.3	-8.1	-4.0434709680289815
2.5	-5.3	-8.0	-3.8861073354571998
2.5	-5.3	-7.9	-3.7335468695430563
2.5	-5.3	-7.8	-3.585858569882211
2.5	-5.3	-7.7	-3.443112544531988
2.5	-5.3	-7.6	-3.305380477169212
2.5	-5.3	-7.5	-3.1727359585984085
2.5	-5.3	-7.4	-3.045254674951521
2.5	-5.3	-7.3	-2.9230144518543564
2.5	-5.3	-7.2	-2.8060951616571166
2.5	-5.3	-7.1	-2.6945785062110184
2.5	-5.3	-7.0	-2.5885476940908143
2.5	-5.3	-6.9	-2.4880870333146934
2.5	-5.3	-6.8	-2.3932814632028956
2.5	-5.3	-6.7	-2.304216050174663
2.5	-5.3	-6.6	-2.220975469624287
2.5	-5.3	-6.5	-2.143643495381641
2.5	-5.3	-6.4	-2.072302513938212
2.5	-5.3	-6.3	-2.0070330781936314
2.5	-5.3	-6.2	-1.9479135106944225
2.5	-5.3	-6.1	-1.8950195634165645
2.5	-5.3	-6.0	-1.8484241379312352
2.5	-5.3	-5.9	-1.8081970656090325
2.5	-5.3	-5.8	-1.7744049472873749
2.5	-5.3	-5.7	-1.747111047950834
2.5	-5.3	-5.6	-1.7263752418115
2.5	-5.3	-5.5	-1.7122540022656778
2.5	-5.3	-5.4	-1.704800430696394
2.5	-5.3	-5.3	-1.7040643175299173
2.5	-5.3	-5.2	-1.7100922300548496
2.5	-5.3	-5.1	-1.722927621534511
2.5	-5.3	-5.0	-1.7426109561142384
2.5	-5.199999999999999	-11.0	-10.55193767860536
2.5	-5.199999999999999	-10.9	-10.295680523402886
2.5	-5.199999999999999	-10.8	-10.041053050743905
2.5	-5.199999999999999	-10.7	-9.788147571326153
2.5	-5.199999999999999	-10.6	-9.537063659040319
2.5	-5.199999999999999	-10.5	-9.287905817289566
2.5	-5.199999999999999	-10.4	-9.040784515335345
2.5	-5.199999999999999	-10.3	-8.795815675710664
2.5	-5.199999999999999	-10.2	-8.553120239749589
2.5	-5.199999999999999	-10.1	-8.312823578290432
2.5	-5.199999999999999	-10.0	-8.075054756898632
2.5	-5.199999999999999	-9.9	-7.839945673647502
2.5	-5.199999999999999	-9.8	-7.607630095531001
2.5	-5.199999999999999	-9.7	-7.378242625770172
2.5	-5.199999999999999	-9.6	-7.151917638761213
2.5	-5.199999999999999	-9.5	-6.92878822141736
2.5	-5.199999999999999	-9.4	-6.708985159609695
2.5	-5.199999999999999	-9.3	-6.492636006083869
2.5	-5.199999999999999	-9.2	-6.279864262157517
2.5	-5.199999999999999	-9.1	-6.070788700271769
2.5	-5.199999999999999	-9.0	-5.865522848099709
2.5	-5.199999999999999	-8.9	-5.664174647998091
2.5	-5.199999999999999	-8.8	-5.466846298838121
2.5	-5.199999999999999	-8.7	-5.27363428002835
2.5	-5.199999999999999	-8.6	-5.0846295511730295
2.5	-5.199999999999999	-8.5	-4.899917914293305
2.5	-5.199999999999999	-8.4	-4.719580519942877
2.5	-5.199999999999999	-8.3	-4.543694493412096
2.5	-5.199999999999999	-8.2	-4.372333652945563
2.5	-5.199999999999999	-8.1	-4.2055692885808815
2.5	-5.199999999999999	-8.0	-4.043470968028068
2.5	-5.199999999999999	-7.9	-3.8861073354573876
2.5	-5.199999999999999	-7.8	-3.7335468695430563
2.5	-5.199999999999999	-7.7	-3.585858569882147
2.5	-5.199999999999999	-7.6	-3.443112544531988
2.5	-5.199999999999999	-7.5	-3.3053804771687476
2.5	-5.199999999999999	-7.4	-3.1727359585984454
2.5	-5.199999999999999	-7.3	-3.045254674951521
2.5	-5.199999999999999	-7.2	-2.923014451857537
2.5	-5.199999999999999	-7.1	-2.8060951616571166
2.5	-5.199999999999999	-7.0	-2.694578506211305
